,date,0_4,5_11,12_18,19_49,50_64,65+,65_diff,50_64_diff,19_49_diff,12_18_diff,5_11_diff
356,11/22/2023,0,1643606.7142857183,1921268.0,19209000.813795093,9555826.186204903,23258790.0,0.0,0.0,0.0,0.0,0.0
357,11/23/2023,0,1643606.7142857183,1921268.0,19209000.813795093,9555826.186204903,23258790.0,0.0,0.0,0.0,0.0,0.0
358,11/24/2023,0,1643606.7142857183,1921268.0,19209000.813795093,9555826.186204903,23258790.0,0.0,0.0,0.0,0.0,0.0
359,11/25/2023,0,1643606.7142857183,1921268.0,19209000.813795093,9555826.186204903,23258790.0,0.0,0.0,0.0,0.0,0.0
360,11/26/2023,0,1643606.7142857183,1921268.0,19209000.813795093,9555826.186204903,23258790.0,0.0,0.0,0.0,0.0,0.0
361,11/27/2023,0,1643606.7142857183,1921268.0,19209000.813795093,9555826.186204903,23258790.0,0.0,0.0,0.0,0.0,0.0
362,11/28/2023,0,1643606.7142857183,1921268.0,19209000.813795093,9555826.186204903,23258790.0,0.0,0.0,0.0,0.0,0.0
363,11/29/2023,0,1643606.7142857183,1921268.0,19209000.813795093,9555826.186204903,23258790.0,0.0,0.0,0.0,0.0,0.0
364,11/30/2023,0,1643606.7142857183,1921268.0,19209000.813795093,9555826.186204903,23258790.0,0.0,0.0,0.0,0.0,0.0
365,12/01/2023,0,1643606.7142857183,1921268.0,19209000.813795093,9555826.186204903,23258790.0,0.0,0.0,0.0,0.0,0.0
366,12/02/2023,0,1643606.7142857183,1921268.0,19209000.813795093,9555826.186204903,23258790.0,0.0,0.0,0.0,0.0,0.0
367,12/03/2023,0,1643606.7142857183,1921268.0,19209000.813795093,9555826.186204903,23258790.0,0.0,0.0,0.0,0.0,0.0
368,12/04/2023,0,1643606.7142857183,1921268.0,19209000.813795093,9555826.186204903,23258790.0,0.0,0.0,0.0,0.0,0.0
369,12/05/2023,0,1643606.7142857183,1921268.0,19209000.813795093,9555826.186204903,23258790.0,0.0,0.0,0.0,0.0,0.0
370,12/06/2023,0,1643606.7142857183,1921268.0,19209000.813795093,9555826.186204903,23258790.0,0.0,0.0,0.0,0.0,0.0
371,12/07/2023,0,1643606.7142857183,1921268.0,19209000.813795093,9555826.186204903,23258790.0,0.0,0.0,0.0,0.0,0.0
372,12/08/2023,0,1643606.7142857183,1921268.0,19209000.813795093,9555826.186204903,23258790.0,0.0,0.0,0.0,0.0,0.0
373,12/09/2023,0,1643606.7142857183,1921268.0,19209000.813795093,9555826.186204903,23258790.0,0.0,0.0,0.0,0.0,0.0
374,12/10/2023,0,1643606.7142857183,1921268.0,19209000.813795093,9555826.186204903,23258790.0,0.0,0.0,0.0,0.0,0.0
375,12/11/2023,0,1643606.7142857183,1921268.0,19209000.813795093,9555826.186204903,23258790.0,0.0,0.0,0.0,0.0,0.0
376,12/12/2023,0,1643606.7142857183,1921268.0,19209000.813795093,9555826.186204903,23258790.0,0.0,0.0,0.0,0.0,0.0
377,12/13/2023,0,1643606.7142857183,1921268.0,19209000.813795093,9555826.186204903,23258790.0,0.0,0.0,0.0,0.0,0.0
378,12/14/2023,0,1643606.7142857183,1921268.0,19209000.813795093,9555826.186204903,23258790.0,0.0,0.0,0.0,0.0,0.0
379,12/15/2023,0,1643606.7142857183,1921268.0,19209000.813795093,9555826.186204903,23258790.0,0.0,0.0,0.0,0.0,0.0
