,date,0_4,5_11,12_18,19_49,50_64,65+,65_diff,50_64_diff,19_49_diff,12_18_diff,5_11_diff
335,11/01/2023,0,0,0,0,0,10293227.415841585,166019.79702970386,0,0,0,0
336,11/02/2023,0,0,0,0,0,10459247.212871287,166019.797029702,0,0,0,0
337,11/03/2023,0,0,0,0,0,10625267.00990099,166019.79702970386,0,0,0,0
338,11/04/2023,0,0,0,0,0,10791286.806930693,166019.797029702,0,0,0,0
339,11/05/2023,0,0,0,0,0,10957306.603960397,166019.79702970386,0,0,0,0
340,11/06/2023,0,0,0,0,0,11123326.400990099,166019.797029702,0,0,0,0
341,11/07/2023,0,0,0,0,0,11289346.198019803,166019.79702970386,0,0,0,0
342,11/08/2023,0,0,0,0,0,11455365.995049505,166019.797029702,0,0,0,0
343,11/09/2023,0,0,0,0,0,11621385.792079208,166019.79702970386,0,0,0,0
344,11/10/2023,0,0,0,0,0,11787405.58910891,166019.797029702,0,0,0,0
345,11/11/2023,0,0,0,0,0,11953425.386138614,166019.79702970386,0,0,0,0
346,11/12/2023,0,0,0,0,0,12119445.183168316,166019.797029702,0,0,0,0
347,11/13/2023,0,0,0,0,0,12285464.98019802,166019.79702970386,0,0,0,0
348,11/14/2023,0,0,0,0,0,12451484.777227722,166019.797029702,0,0,0,0
349,11/15/2023,0,0,0,0,0,12617504.574257426,166019.79702970386,0,0,0,0
350,11/16/2023,0,0,0,0,0,12783524.371287128,166019.797029702,0,0,0,0
351,11/17/2023,0,0,0,0,0,12949544.168316832,166019.79702970386,0,0,0,0
352,11/18/2023,0,0,0,0,0,13115563.965346534,166019.797029702,0,0,0,0
353,11/19/2023,0,0,0,0,0,13281583.762376238,166019.79702970386,0,0,0,0
354,11/20/2023,0,0,0,0,0,13447603.559405942,166019.79702970386,0,0,0,0
355,11/21/2023,0,0,0,0,0,13613623.356435644,166019.797029702,0,0,0,0
356,11/22/2023,0,0,0,0,0,13779643.153465347,166019.79702970386,0,0,0,0
357,11/23/2023,0,0,0,0,0,13945662.95049505,166019.797029702,0,0,0,0
358,11/24/2023,0,0,0,0,0,14111682.747524753,166019.79702970386,0,0,0,0
359,11/25/2023,0,0,0,0,0,14277702.544554455,166019.797029702,0,0,0,0
360,11/26/2023,0,0,0,0,0,14443722.341584159,166019.79702970386,0,0,0,0
361,11/27/2023,0,0,0,0,0,14609742.138613861,166019.797029702,0,0,0,0
362,11/28/2023,0,0,0,0,0,14775761.935643565,166019.79702970386,0,0,0,0
363,11/29/2023,0,0,0,0,0,14941781.732673267,166019.797029702,0,0,0,0
364,11/30/2023,0,0,0,0,0,15107801.52970297,166019.79702970386,0,0,0,0
365,12/01/2023,0,0,0,0,0,15273821.326732673,166019.797029702,0,0,0,0
366,12/02/2023,0,0,0,0,0,15439841.123762377,166019.79702970386,0,0,0,0
367,12/03/2023,0,0,0,0,0,15605860.920792079,166019.797029702,0,0,0,0
368,12/04/2023,0,0,0,0,0,15771880.717821782,166019.79702970386,0,0,0,0
369,12/05/2023,0,0,0,0,0,15937900.514851484,166019.797029702,0,0,0,0
370,12/06/2023,0,0,0,0,0,16103920.311881188,166019.79702970386,0,0,0,0
371,12/07/2023,0,0,0,0,0,16269940.10891089,166019.797029702,0,0,0,0
372,12/08/2023,0,0,0,0,0,16435959.905940594,166019.79702970386,0,0,0,0
373,12/09/2023,0,0,0,0,0,16601979.702970296,166019.797029702,0,0,0,0
374,12/10/2023,0,0,0,0,0,16767999.5,166019.79702970386,0,0,0,0
375,12/11/2023,0,0,0,0,0,16934019.297029704,166019.79702970386,0,0,0,0
376,12/12/2023,0,0,0,0,0,17100039.094059408,166019.79702970386,0,0,0,0
377,12/13/2023,0,0,0,0,0,17266058.891089108,166019.79702970013,0,0,0,0
378,12/14/2023,0,0,0,0,0,17432078.68811881,166019.79702970386,0,0,0,0
379,12/15/2023,0,0,0,0,0,17598098.485148516,166019.79702970386,0,0,0,0
380,12/16/2023,0,0,0,0,0,17764118.28217822,166019.79702970386,0,0,0,0
