,date,total,0-4 yr,5-11 yr,12-17 yr,18-49 yr,50-64 yr,65+ yr,0-0.5 yr,0.5-1 yr,1-2 yr,2-4 yr
0,10/1/2018,46.46891057,42.38255786,4.086352714,0,0,0,0,21.54446691,14.83389525,6.357383679,4.238255786
1,10/2/2018,46.46891057,42.38255786,4.086352714,0,0,0,0,21.54446691,14.83389525,6.357383679,4.238255786
2,10/3/2018,46.46891057,42.38255786,4.086352714,0,0,0,0,21.54446691,14.83389525,6.357383679,4.238255786
3,10/4/2018,46.46891057,42.38255786,4.086352714,0,0,0,0,21.54446691,14.83389525,6.357383679,4.238255786
4,10/5/2018,46.46891057,42.38255786,4.086352714,0,0,0,0,21.54446691,14.83389525,6.357383679,4.238255786
5,10/6/2018,46.46891057,42.38255786,4.086352714,0,0,0,0,21.54446691,14.83389525,6.357383679,4.238255786
6,10/7/2018,46.46891057,42.38255786,4.086352714,0,0,0,0,21.54446691,14.83389525,6.357383679,4.238255786
7,10/8/2018,89.78327829,64.98658871,8.172705429,0,0,9.144754857,7.479229286,27.90185059,17.30621113,12.71476736,9.8892635
8,10/9/2018,89.78327829,64.98658871,8.172705429,0,0,9.144754857,7.479229286,27.90185059,17.30621113,12.71476736,9.8892635
9,10/10/2018,89.78327829,64.98658871,8.172705429,0,0,9.144754857,7.479229286,27.90185059,17.30621113,12.71476736,9.8892635
10,10/11/2018,89.78327829,64.98658871,8.172705429,0,0,9.144754857,7.479229286,27.90185059,17.30621113,12.71476736,9.8892635
11,10/12/2018,89.78327829,64.98658871,8.172705429,0,0,9.144754857,7.479229286,27.90185059,17.30621113,12.71476736,9.8892635
12,10/13/2018,89.78327829,64.98658871,8.172705429,0,0,9.144754857,7.479229286,27.90185059,17.30621113,12.71476736,9.8892635
13,10/14/2018,89.78327829,64.98658871,8.172705429,0,0,9.144754857,7.479229286,27.90185059,17.30621113,12.71476736,9.8892635
14,10/15/2018,105.0707759,81.93961186,8.172705429,0,0,0,14.95845857,53.68457329,10.59563946,16.95302314,4.238255786
15,10/16/2018,105.0707759,81.93961186,8.172705429,0,0,0,14.95845857,53.68457329,10.59563946,16.95302314,4.238255786
16,10/17/2018,105.0707759,81.93961186,8.172705429,0,0,0,14.95845857,53.68457329,10.59563946,16.95302314,4.238255786
17,10/18/2018,105.0707759,81.93961186,8.172705429,0,0,0,14.95845857,53.68457329,10.59563946,16.95302314,4.238255786
18,10/19/2018,105.0707759,81.93961186,8.172705429,0,0,0,14.95845857,53.68457329,10.59563946,16.95302314,4.238255786
19,10/20/2018,105.0707759,81.93961186,8.172705429,0,0,0,14.95845857,53.68457329,10.59563946,16.95302314,4.238255786
20,10/21/2018,105.0707759,81.93961186,8.172705429,0,0,0,14.95845857,53.68457329,10.59563946,16.95302314,4.238255786
21,10/22/2018,136.1260854,104.5436427,0,0,0,9.144754857,22.43768786,46.97400163,25.7827227,26.13591068,8.476511571
22,10/23/2018,136.1260854,104.5436427,0,0,0,9.144754857,22.43768786,46.97400163,25.7827227,26.13591068,8.476511571
23,10/24/2018,136.1260854,104.5436427,0,0,0,9.144754857,22.43768786,46.97400163,25.7827227,26.13591068,8.476511571
24,10/25/2018,136.1260854,104.5436427,0,0,0,9.144754857,22.43768786,46.97400163,25.7827227,26.13591068,8.476511571
25,10/26/2018,136.1260854,104.5436427,0,0,0,9.144754857,22.43768786,46.97400163,25.7827227,26.13591068,8.476511571
26,10/27/2018,136.1260854,104.5436427,0,0,0,9.144754857,22.43768786,46.97400163,25.7827227,26.13591068,8.476511571
27,10/28/2018,136.1260854,104.5436427,0,0,0,9.144754857,22.43768786,46.97400163,25.7827227,26.13591068,8.476511571
28,10/29/2018,126.0418874,96.06713114,4.086352714,1.785190143,0,9.144754857,14.95845857,40.61661795,19.42533902,26.13591068,8.476511571
29,10/30/2018,126.0418874,96.06713114,4.086352714,1.785190143,0,9.144754857,14.95845857,40.61661795,19.42533902,26.13591068,8.476511571
30,10/31/2018,126.0418874,96.06713114,4.086352714,1.785190143,0,9.144754857,14.95845857,40.61661795,19.42533902,26.13591068,8.476511571
31,11/1/2018,126.0418874,96.06713114,4.086352714,1.785190143,0,9.144754857,14.95845857,40.61661795,19.42533902,26.13591068,8.476511571
32,11/2/2018,126.0418874,96.06713114,4.086352714,1.785190143,0,9.144754857,14.95845857,40.61661795,19.42533902,26.13591068,8.476511571
33,11/3/2018,126.0418874,96.06713114,4.086352714,1.785190143,0,9.144754857,14.95845857,40.61661795,19.42533902,26.13591068,8.476511571
34,11/4/2018,126.0418874,96.06713114,4.086352714,1.785190143,0,9.144754857,14.95845857,40.61661795,19.42533902,26.13591068,8.476511571
35,11/5/2018,230.1297724,166.7047276,12.25905814,0,19.583544,9.144754857,22.43768786,81.58642388,34.25923427,34.61242225,24.01678279
36,11/6/2018,230.1297724,166.7047276,12.25905814,0,19.583544,9.144754857,22.43768786,81.58642388,34.25923427,34.61242225,24.01678279
37,11/7/2018,230.1297724,166.7047276,12.25905814,0,19.583544,9.144754857,22.43768786,81.58642388,34.25923427,34.61242225,24.01678279
38,11/8/2018,230.1297724,166.7047276,12.25905814,0,19.583544,9.144754857,22.43768786,81.58642388,34.25923427,34.61242225,24.01678279
39,11/9/2018,230.1297724,166.7047276,12.25905814,0,19.583544,9.144754857,22.43768786,81.58642388,34.25923427,34.61242225,24.01678279
40,11/10/2018,230.1297724,166.7047276,12.25905814,0,19.583544,9.144754857,22.43768786,81.58642388,34.25923427,34.61242225,24.01678279
41,11/11/2018,230.1297724,166.7047276,12.25905814,0,19.583544,9.144754857,22.43768786,81.58642388,34.25923427,34.61242225,24.01678279
42,11/12/2018,251.9972957,194.9597661,4.086352714,1.785190143,19.583544,9.144754857,22.43768786,104.8968307,49.4463175,33.90604629,24.01678279
43,11/13/2018,251.9972957,194.9597661,4.086352714,1.785190143,19.583544,9.144754857,22.43768786,104.8968307,49.4463175,33.90604629,24.01678279
44,11/14/2018,251.9972957,194.9597661,4.086352714,1.785190143,19.583544,9.144754857,22.43768786,104.8968307,49.4463175,33.90604629,24.01678279
45,11/15/2018,251.9972957,194.9597661,4.086352714,1.785190143,19.583544,9.144754857,22.43768786,104.8968307,49.4463175,33.90604629,24.01678279
46,11/16/2018,251.9972957,194.9597661,4.086352714,1.785190143,19.583544,9.144754857,22.43768786,104.8968307,49.4463175,33.90604629,24.01678279
47,11/17/2018,251.9972957,194.9597661,4.086352714,1.785190143,19.583544,9.144754857,22.43768786,104.8968307,49.4463175,33.90604629,24.01678279
48,11/18/2018,251.9972957,194.9597661,4.086352714,1.785190143,19.583544,9.144754857,22.43768786,104.8968307,49.4463175,33.90604629,24.01678279
49,11/19/2018,247.4730809,189.3087584,8.172705429,1.785190143,0,18.28950971,29.91691714,111.2542144,25.7827227,44.50168575,14.12751929
