,date,total,0-4 yr,5-11 yr,12-17 yr,18-49 yr,50-64 yr,65+ yr,0-0.5 yr,0.5-1 yr,1-2 yr,2-4 yr
0,2022/10/03,739.4622394285714,534.020229,81.72705428571429,3.5703802857142857,19.583544000000003,18.289509714285714,82.27152214285715,225.33393260714286,64.63340073214286,132.09230532142857,121.49666585714284
1,2022/10/04,739.4622394285714,534.020229,81.72705428571429,3.5703802857142857,19.583544000000003,18.289509714285714,82.27152214285715,225.33393260714286,64.63340073214286,132.09230532142857,121.49666585714284
2,2022/10/05,739.4622394285714,534.020229,81.72705428571429,3.5703802857142857,19.583544000000003,18.289509714285714,82.27152214285715,225.33393260714286,64.63340073214286,132.09230532142857,121.49666585714284
3,2022/10/06,739.4622394285714,534.020229,81.72705428571429,3.5703802857142857,19.583544000000003,18.289509714285714,82.27152214285715,225.33393260714286,64.63340073214286,132.09230532142857,121.49666585714284
4,2022/10/07,739.4622394285714,534.020229,81.72705428571429,3.5703802857142857,19.583544000000003,18.289509714285714,82.27152214285715,225.33393260714286,64.63340073214286,132.09230532142857,121.49666585714284
5,2022/10/08,739.4622394285714,534.020229,81.72705428571429,3.5703802857142857,19.583544000000003,18.289509714285714,82.27152214285715,225.33393260714286,64.63340073214286,132.09230532142857,121.49666585714284
6,2022/10/09,739.4622394285714,534.020229,81.72705428571429,3.5703802857142857,19.583544000000003,18.289509714285714,82.27152214285715,225.33393260714286,64.63340073214286,132.09230532142857,121.49666585714284
7,2022/10/10,1214.3953864285716,946.5437921428571,77.64070157142856,3.5703802857142857,19.583544000000003,54.86852914285714,112.18843928571428,407.22574341071424,196.37251807142857,205.55540560714286,180.83224685714288
8,2022/10/11,1214.3953864285716,946.5437921428571,77.64070157142856,3.5703802857142857,19.583544000000003,54.86852914285714,112.18843928571428,407.22574341071424,196.37251807142857,205.55540560714286,180.83224685714288
9,2022/10/12,1214.3953864285716,946.5437921428571,77.64070157142856,3.5703802857142857,19.583544000000003,54.86852914285714,112.18843928571428,407.22574341071424,196.37251807142857,205.55540560714286,180.83224685714288
10,2022/10/13,1214.3953864285716,946.5437921428571,77.64070157142856,3.5703802857142857,19.583544000000003,54.86852914285714,112.18843928571428,407.22574341071424,196.37251807142857,205.55540560714286,180.83224685714288
11,2022/10/14,1214.3953864285716,946.5437921428571,77.64070157142856,3.5703802857142857,19.583544000000003,54.86852914285714,112.18843928571428,407.22574341071424,196.37251807142857,205.55540560714286,180.83224685714288
12,2022/10/15,1214.3953864285716,946.5437921428571,77.64070157142856,3.5703802857142857,19.583544000000003,54.86852914285714,112.18843928571428,407.22574341071424,196.37251807142857,205.55540560714286,180.83224685714288
13,2022/10/16,1214.3953864285716,946.5437921428571,77.64070157142856,3.5703802857142857,19.583544000000003,54.86852914285714,112.18843928571428,407.22574341071424,196.37251807142857,205.55540560714286,180.83224685714288
14,2022/10/17,1362.3877721428569,1036.9599155714286,77.64070157142856,5.355570428571428,58.750631999999996,64.013284,119.66766857142858,414.6426910357143,261.3591067857143,216.85742103571428,202.0235257857143
15,2022/10/18,1362.3877721428569,1036.9599155714286,77.64070157142856,5.355570428571428,58.750631999999996,64.013284,119.66766857142858,414.6426910357143,261.3591067857143,216.85742103571428,202.0235257857143
