,date,total,0-4 yr,5-11 yr,12-17 yr,18-49 yr,50-64 yr,65+ yr,0-0.5 yr,0.5-1 yr,1-2 yr,2-4 yr
0,2020/10/05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2020/10/06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2020/10/07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,2020/10/08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2020/10/09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,2020/10/10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,2020/10/11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,2020/10/12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,2020/10/13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,2020/10/14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,2020/10/15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,2020/10/16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,2020/10/17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,2020/10/18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,2020/10/19,2.8255038571428575,2.8255038571428575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4127519285714287
15,2020/10/20,2.8255038571428575,2.8255038571428575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4127519285714287
16,2020/10/21,2.8255038571428575,2.8255038571428575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4127519285714287
17,2020/10/22,2.8255038571428575,2.8255038571428575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4127519285714287
18,2020/10/23,2.8255038571428575,2.8255038571428575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4127519285714287
19,2020/10/24,2.8255038571428575,2.8255038571428575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4127519285714287
20,2020/10/25,2.8255038571428575,2.8255038571428575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4127519285714287
21,2020/10/26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,2020/10/27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,2020/10/28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,2020/10/29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,2020/10/30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,2020/10/31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,2020/11/01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
