,date,total,0-4 yr,5-11 yr,12-17 yr,18-49 yr,50-64 yr,65+ yr,0-0.5 yr,0.5-1 yr,1-2 yr,2-4 yr
0,2019/09/30,52.687291,45.20806171428572,0.0,0.0,0.0,0.0,7.479229285714286,25.429534714285715,10.595639464285714,11.30201542857143,0.0
1,2019/10/01,52.687291,45.20806171428572,0.0,0.0,0.0,0.0,7.479229285714286,25.429534714285715,10.595639464285714,11.30201542857143,0.0
2,2019/10/02,52.687291,45.20806171428572,0.0,0.0,0.0,0.0,7.479229285714286,25.429534714285715,10.595639464285714,11.30201542857143,0.0
3,2019/10/03,52.687291,45.20806171428572,0.0,0.0,0.0,0.0,7.479229285714286,25.429534714285715,10.595639464285714,11.30201542857143,0.0
4,2019/10/04,52.687291,45.20806171428572,0.0,0.0,0.0,0.0,7.479229285714286,25.429534714285715,10.595639464285714,11.30201542857143,0.0
5,2019/10/05,52.687291,45.20806171428572,0.0,0.0,0.0,0.0,7.479229285714286,25.429534714285715,10.595639464285714,11.30201542857143,0.0
6,2019/10/06,52.687291,45.20806171428572,0.0,0.0,0.0,0.0,7.479229285714286,25.429534714285715,10.595639464285714,11.30201542857143,0.0
7,2019/10/07,79.04863557142858,50.85906942857143,4.086352714285715,0.0,0.0,9.144754857142857,14.958458571428572,21.19127892857143,16.95302314285714,9.182887535714286,8.47651157142857
8,2019/10/08,79.04863557142858,50.85906942857143,4.086352714285715,0.0,0.0,9.144754857142857,14.958458571428572,21.19127892857143,16.95302314285714,9.182887535714286,8.47651157142857
9,2019/10/09,79.04863557142858,50.85906942857143,4.086352714285715,0.0,0.0,9.144754857142857,14.958458571428572,21.19127892857143,16.95302314285714,9.182887535714286,8.47651157142857
10,2019/10/10,79.04863557142858,50.85906942857143,4.086352714285715,0.0,0.0,9.144754857142857,14.958458571428572,21.19127892857143,16.95302314285714,9.182887535714286,8.47651157142857
11,2019/10/11,79.04863557142858,50.85906942857143,4.086352714285715,0.0,0.0,9.144754857142857,14.958458571428572,21.19127892857143,16.95302314285714,9.182887535714286,8.47651157142857
12,2019/10/12,79.04863557142858,50.85906942857143,4.086352714285715,0.0,0.0,9.144754857142857,14.958458571428572,21.19127892857143,16.95302314285714,9.182887535714286,8.47651157142857
13,2019/10/13,79.04863557142858,50.85906942857143,4.086352714285715,0.0,0.0,9.144754857142857,14.958458571428572,21.19127892857143,16.95302314285714,9.182887535714286,8.47651157142857
14,2019/10/14,127.97861285714285,113.02015428571428,0.0,0.0,0.0,0.0,14.958458571428572,58.98239301785714,19.07215103571429,21.897654892857144,22.60403085714286
15,2019/10/15,127.97861285714285,113.02015428571428,0.0,0.0,0.0,0.0,14.958458571428572,58.98239301785714,19.07215103571429,21.897654892857144,22.60403085714286
16,2019/10/16,127.97861285714285,113.02015428571428,0.0,0.0,0.0,0.0,14.958458571428572,58.98239301785714,19.07215103571429,21.897654892857144,22.60403085714286
17,2019/10/17,127.97861285714285,113.02015428571428,0.0,0.0,0.0,0.0,14.958458571428572,58.98239301785714,19.07215103571429,21.897654892857144,22.60403085714286
18,2019/10/18,127.97861285714285,113.02015428571428,0.0,0.0,0.0,0.0,14.958458571428572,58.98239301785714,19.07215103571429,21.897654892857144,22.60403085714286
19,2019/10/19,127.97861285714285,113.02015428571428,0.0,0.0,0.0,0.0,14.958458571428572,58.98239301785714,19.07215103571429,21.897654892857144,22.60403085714286
20,2019/10/20,127.97861285714285,113.02015428571428,0.0,0.0,0.0,0.0,14.958458571428572,58.98239301785714,19.07215103571429,21.897654892857144,22.60403085714286
21,2019/10/21,157.49450028571428,138.449689,4.086352714285715,0.0,0.0,0.0,14.958458571428572,69.57803248214286,29.667790500000002,28.961414535714283,18.365775071428573
22,2019/10/22,157.49450028571428,138.449689,4.086352714285715,0.0,0.0,0.0,14.958458571428572,69.57803248214286,29.667790500000002,28.961414535714283,18.365775071428573
23,2019/10/23,157.49450028571428,138.449689,4.086352714285715,0.0,0.0,0.0,14.958458571428572,69.57803248214286,29.667790500000002,28.961414535714283,18.365775071428573
24,2019/10/24,157.49450028571428,138.449689,4.086352714285715,0.0,0.0,0.0,14.958458571428572,69.57803248214286,29.667790500000002,28.961414535714283,18.365775071428573
25,2019/10/25,157.49450028571428,138.449689,4.086352714285715,0.0,0.0,0.0,14.958458571428572,69.57803248214286,29.667790500000002,28.961414535714283,18.365775071428573
26,2019/10/26,157.49450028571428,138.449689,4.086352714285715,0.0,0.0,0.0,14.958458571428572,69.57803248214286,29.667790500000002,28.961414535714283,18.365775071428573
27,2019/10/27,157.49450028571428,138.449689,4.086352714285715,0.0,0.0,0.0,14.958458571428572,69.57803248214286,29.667790500000002,28.961414535714283,18.365775071428573
28,2019/10/28,200.808868,161.05371985714285,8.17270542857143,0.0,0.0,9.144754857142857,22.437687857142855,61.101520910714285,46.26762566071428,31.08054242857143,33.90604628571428
29,2019/10/29,200.808868,161.05371985714285,8.17270542857143,0.0,0.0,9.144754857142857,22.437687857142855,61.101520910714285,46.26762566071428,31.08054242857143,33.90604628571428
30,2019/10/30,200.808868,161.05371985714285,8.17270542857143,0.0,0.0,9.144754857142857,22.437687857142855,61.101520910714285,46.26762566071428,31.08054242857143,33.90604628571428
31,2019/10/31,200.808868,161.05371985714285,8.17270542857143,0.0,0.0,9.144754857142857,22.437687857142855,61.101520910714285,46.26762566071428,31.08054242857143,33.90604628571428
32,2019/11/01,200.808868,161.05371985714285,8.17270542857143,0.0,0.0,9.144754857142857,22.437687857142855,61.101520910714285,46.26762566071428,31.08054242857143,33.90604628571428
33,2019/11/02,200.808868,161.05371985714285,8.17270542857143,0.0,0.0,9.144754857142857,22.437687857142855,61.101520910714285,46.26762566071428,31.08054242857143,33.90604628571428
34,2019/11/03,200.808868,161.05371985714285,8.17270542857143,0.0,0.0,9.144754857142857,22.437687857142855,61.101520910714285,46.26762566071428,31.08054242857143,33.90604628571428
35,2019/11/04,279.8288635714286,214.73829314285712,12.259058142857143,0.0,19.583544000000003,18.289509714285714,14.958458571428572,111.60740235714286,61.101520910714285,43.08893382142857,14.127519285714286
36,2019/11/05,279.8288635714286,214.73829314285712,12.259058142857143,0.0,19.583544000000003,18.289509714285714,14.958458571428572,111.60740235714286,61.101520910714285,43.08893382142857,14.127519285714286
37,2019/11/06,279.8288635714286,214.73829314285712,12.259058142857143,0.0,19.583544000000003,18.289509714285714,14.958458571428572,111.60740235714286,61.101520910714285,43.08893382142857,14.127519285714286
38,2019/11/07,279.8288635714286,214.73829314285712,12.259058142857143,0.0,19.583544000000003,18.289509714285714,14.958458571428572,111.60740235714286,61.101520910714285,43.08893382142857,14.127519285714286
39,2019/11/08,279.8288635714286,214.73829314285712,12.259058142857143,0.0,19.583544000000003,18.289509714285714,14.958458571428572,111.60740235714286,61.101520910714285,43.08893382142857,14.127519285714286
40,2019/11/09,279.8288635714286,214.73829314285712,12.259058142857143,0.0,19.583544000000003,18.289509714285714,14.958458571428572,111.60740235714286,61.101520910714285,43.08893382142857,14.127519285714286
41,2019/11/10,279.8288635714286,214.73829314285712,12.259058142857143,0.0,19.583544000000003,18.289509714285714,14.958458571428572,111.60740235714286,61.101520910714285,43.08893382142857,14.127519285714286
42,2019/11/11,367.5167067142857,268.4228664285714,16.34541085714286,0.0,19.583544000000003,18.289509714285714,44.87537571428571,130.67955339285714,58.98239301785714,52.97819732142857,43.79530978571429
43,2019/11/12,367.5167067142857,268.4228664285714,16.34541085714286,0.0,19.583544000000003,18.289509714285714,44.87537571428571,130.67955339285714,58.98239301785714,52.97819732142857,43.79530978571429
44,2019/11/13,367.5167067142857,268.4228664285714,16.34541085714286,0.0,19.583544000000003,18.289509714285714,44.87537571428571,130.67955339285714,58.98239301785714,52.97819732142857,43.79530978571429
45,2019/11/14,367.5167067142857,268.4228664285714,16.34541085714286,0.0,19.583544000000003,18.289509714285714,44.87537571428571,130.67955339285714,58.98239301785714,52.97819732142857,43.79530978571429
46,2019/11/15,367.5167067142857,268.4228664285714,16.34541085714286,0.0,19.583544000000003,18.289509714285714,44.87537571428571,130.67955339285714,58.98239301785714,52.97819732142857,43.79530978571429
47,2019/11/16,367.5167067142857,268.4228664285714,16.34541085714286,0.0,19.583544000000003,18.289509714285714,44.87537571428571,130.67955339285714,58.98239301785714,52.97819732142857,43.79530978571429
48,2019/11/17,367.5167067142857,268.4228664285714,16.34541085714286,0.0,19.583544000000003,18.289509714285714,44.87537571428571,130.67955339285714,58.98239301785714,52.97819732142857,43.79530978571429
49,2019/11/18,414.2491838571429,299.50340885714286,24.518116285714285,0.0,19.583544000000003,18.289509714285714,52.35460499999999,147.63257653571426,50.505881446428575,63.573836785714285,52.27182135714286
50,2019/11/19,414.2491838571429,299.50340885714286,24.518116285714285,0.0,19.583544000000003,18.289509714285714,52.35460499999999,147.63257653571426,50.505881446428575,63.573836785714285,52.27182135714286
51,2019/11/20,414.2491838571429,299.50340885714286,24.518116285714285,0.0,19.583544000000003,18.289509714285714,52.35460499999999,147.63257653571426,50.505881446428575,63.573836785714285,52.27182135714286
52,2019/11/21,414.2491838571429,299.50340885714286,24.518116285714285,0.0,19.583544000000003,18.289509714285714,52.35460499999999,147.63257653571426,50.505881446428575,63.573836785714285,52.27182135714286
53,2019/11/22,414.2491838571429,299.50340885714286,24.518116285714285,0.0,19.583544000000003,18.289509714285714,52.35460499999999,147.63257653571426,50.505881446428575,63.573836785714285,52.27182135714286
54,2019/11/23,414.2491838571429,299.50340885714286,24.518116285714285,0.0,19.583544000000003,18.289509714285714,52.35460499999999,147.63257653571426,50.505881446428575,63.573836785714285,52.27182135714286
55,2019/11/24,414.2491838571429,299.50340885714286,24.518116285714285,0.0,19.583544000000003,18.289509714285714,52.35460499999999,147.63257653571426,50.505881446428575,63.573836785714285,52.27182135714286
56,2019/11/25,545.1289382857143,401.2215477142857,20.431763571428572,0.0,19.583544000000003,36.57901942857143,67.31306357142857,223.21480471428572,75.93541616071428,79.11410799999999,50.85906942857143
57,2019/11/26,545.1289382857143,401.2215477142857,20.431763571428572,0.0,19.583544000000003,36.57901942857143,67.31306357142857,223.21480471428572,75.93541616071428,79.11410799999999,50.85906942857143
58,2019/11/27,545.1289382857143,401.2215477142857,20.431763571428572,0.0,19.583544000000003,36.57901942857143,67.31306357142857,223.21480471428572,75.93541616071428,79.11410799999999,50.85906942857143
59,2019/11/28,545.1289382857143,401.2215477142857,20.431763571428572,0.0,19.583544000000003,36.57901942857143,67.31306357142857,223.21480471428572,75.93541616071428,79.11410799999999,50.85906942857143
