,date,0_4,5_12,13_17,18_49,50_64,65+
0,08/08/2022,1909.6885887666738,2283.7143953525947,1184.9462123482463,3538.9879044827685,2595.3274543871203,1495.8785296086521
1,08/09/2022,1909.6885887666738,2283.7143953525947,1184.9462123482463,3538.9879044827685,2595.3274543871203,1495.8785296086521
2,08/10/2022,1909.6885887666738,2283.7143953525947,1184.9462123482463,3538.9879044827685,2595.3274543871203,1495.8785296086521
3,08/11/2022,1909.6885887666738,2283.7143953525947,1184.9462123482463,3538.9879044827685,2595.3274543871203,1495.8785296086521
4,08/12/2022,1909.6885887666738,2283.7143953525947,1184.9462123482463,3538.9879044827685,2595.3274543871203,1495.8785296086521
5,08/13/2022,1909.6885887666738,2283.7143953525947,1184.9462123482463,3538.9879044827685,2595.3274543871203,1495.8785296086521
6,08/15/2022,0.0,0.0,0.0,0.0,0.0,0.0
7,08/16/2022,0.0,0.0,0.0,0.0,0.0,0.0
8,08/17/2022,0.0,0.0,0.0,0.0,0.0,0.0
9,08/18/2022,0.0,0.0,0.0,0.0,0.0,0.0
10,08/19/2022,0.0,0.0,0.0,0.0,0.0,0.0
11,08/20/2022,0.0,0.0,0.0,0.0,0.0,0.0
12,08/22/2022,0.0,0.0,0.0,0.0,0.0,0.0
13,08/23/2022,0.0,0.0,0.0,0.0,0.0,0.0
14,08/24/2022,0.0,0.0,0.0,0.0,0.0,0.0
15,08/25/2022,0.0,0.0,0.0,0.0,0.0,0.0
16,08/26/2022,0.0,0.0,0.0,0.0,0.0,0.0
17,08/27/2022,0.0,0.0,0.0,0.0,0.0,0.0
18,08/29/2022,102.30568182833322,68.84832704182931,22.654407261116813,101.40367317538345,76.93973526296485,428.49711277484295
19,08/30/2022,102.30568182833322,68.84832704182931,22.654407261116813,101.40367317538345,76.93973526296485,428.49711277484295
20,08/31/2022,102.30568182833322,68.84832704182931,22.654407261116813,101.40367317538345,76.93973526296485,428.49711277484295
21,09/01/2022,102.30568182833322,68.84832704182931,22.654407261116813,101.40367317538345,76.93973526296485,428.49711277484295
22,09/02/2022,102.30568182833322,68.84832704182931,22.654407261116813,101.40367317538345,76.93973526296485,428.49711277484295
23,09/03/2022,102.30568182833322,68.84832704182931,22.654407261116813,101.40367317538345,76.93973526296485,428.49711277484295
24,09/05/2022,265.298011135273,356.3141729489665,118.84773860073241,528.342133460385,399.7952503833688,817.9461806259801
25,09/06/2022,265.298011135273,356.3141729489665,118.84773860073241,528.342133460385,399.7952503833688,817.9461806259801
26,09/07/2022,265.298011135273,356.3141729489665,118.84773860073241,528.342133460385,399.7952503833688,817.9461806259801
27,09/08/2022,265.298011135273,356.3141729489665,118.84773860073241,528.342133460385,399.7952503833688,817.9461806259801
28,09/09/2022,265.298011135273,356.3141729489665,118.84773860073241,528.342133460385,399.7952503833688,817.9461806259801
29,09/10/2022,265.298011135273,356.3141729489665,118.84773860073241,528.342133460385,399.7952503833688,817.9461806259801
30,09/12/2022,502.32488210680856,737.061151228131,251.73730306383035,1105.9332380371582,832.9043432227103,1451.7618859294291
31,09/13/2022,502.32488210680856,737.061151228131,251.73730306383035,1105.9332380371582,832.9043432227103,1451.7618859294291
32,09/14/2022,502.32488210680856,737.061151228131,251.73730306383035,1105.9332380371582,832.9043432227103,1451.7618859294291
33,09/15/2022,502.32488210680856,737.061151228131,251.73730306383035,1105.9332380371582,832.9043432227103,1451.7618859294291
34,09/16/2022,502.32488210680856,737.061151228131,251.73730306383035,1105.9332380371582,832.9043432227103,1451.7618859294291
35,09/17/2022,502.32488210680856,737.061151228131,251.73730306383035,1105.9332380371582,832.9043432227103,1451.7618859294291
36,09/19/2022,605.0516693245252,911.2391493007237,321.20500579458286,1389.3302981205625,1039.7222076779747,1720.6662718645725
37,09/20/2022,605.0516693245252,911.2391493007237,321.20500579458286,1389.3302981205625,1039.7222076779747,1720.6662718645725
38,09/21/2022,605.0516693245252,911.2391493007237,321.20500579458286,1389.3302981205625,1039.7222076779747,1720.6662718645725
39,09/22/2022,605.0516693245252,911.2391493007237,321.20500579458286,1389.3302981205625,1039.7222076779747,1720.6662718645725
40,09/23/2022,605.0516693245252,911.2391493007237,321.20500579458286,1389.3302981205625,1039.7222076779747,1720.6662718645725
41,09/24/2022,605.0516693245252,911.2391493007237,321.20500579458286,1389.3302981205625,1039.7222076779747,1720.6662718645725
42,09/26/2022,662.3893611336798,1043.9273515848377,400.1590439978431,1637.017991524921,1202.4722065596043,1881.7757847572316
43,09/27/2022,662.3893611336798,1043.9273515848377,400.1590439978431,1637.017991524921,1202.4722065596043,1881.7757847572316
44,09/28/2022,662.3893611336798,1043.9273515848377,400.1590439978431,1637.017991524921,1202.4722065596043,1881.7757847572316
45,09/29/2022,662.3893611336798,1043.9273515848377,400.1590439978431,1637.017991524921,1202.4722065596043,1881.7757847572316
46,09/30/2022,662.3893611336798,1043.9273515848377,400.1590439978431,1637.017991524921,1202.4722065596043,1881.7757847572316
47,10/01/2022,662.3893611336798,1043.9273515848377,400.1590439978431,1637.017991524921,1202.4722065596043,1881.7757847572316
48,10/03/2022,934.6775135479988,1725.771969267829,771.850115612783,2817.419414938024,1991.980242455202,2574.303521935419
49,10/04/2022,934.6775135479988,1725.771969267829,771.850115612783,2817.419414938024,1991.980242455202,2574.303521935419
50,10/05/2022,934.6775135479988,1725.771969267829,771.850115612783,2817.419414938024,1991.980242455202,2574.303521935419
51,10/06/2022,934.6775135479988,1725.771969267829,771.850115612783,2817.419414938024,1991.980242455202,2574.303521935419
