,date,0_4,5_12,13_17,18_49,50_64,65+
0,08/08/2022,561.3271372447751,457.80310443706725,0,1272.9995850728585,17.120082270229073,0
1,08/09/2022,561.3271372447751,457.80310443706725,0,1272.9995850728585,17.120082270229073,0
2,08/10/2022,561.3271372447751,457.80310443706725,0,1272.9995850728585,17.120082270229073,0
3,08/11/2022,561.3271372447751,457.80310443706725,0,1272.9995850728585,17.120082270229073,0
4,08/12/2022,561.3271372447751,457.80310443706725,0,1272.9995850728585,17.120082270229073,0
5,08/13/2022,561.3271372447751,457.80310443706725,0,1272.9995850728585,17.120082270229073,0
6,08/15/2022,44.40588702116891,0.0,0,0.0,0.0,0
7,08/16/2022,44.40588702116891,0.0,0,0.0,0.0,0
8,08/17/2022,44.40588702116891,0.0,0,0.0,0.0,0
9,08/18/2022,44.40588702116891,0.0,0,0.0,0.0,0
10,08/19/2022,44.40588702116891,0.0,0,0.0,0.0,0
11,08/20/2022,44.40588702116891,0.0,0,0.0,0.0,0
12,08/22/2022,67.40468434224972,51.5301678204583,22.46938341039754,0.0,139.600682641337,152.59807137110306
13,08/23/2022,67.40468434224972,51.5301678204583,22.46938341039754,0.0,139.600682641337,152.59807137110306
14,08/24/2022,67.40468434224972,51.5301678204583,22.46938341039754,0.0,139.600682641337,152.59807137110306
15,08/25/2022,67.40468434224972,51.5301678204583,22.46938341039754,0.0,139.600682641337,152.59807137110306
16,08/26/2022,67.40468434224972,51.5301678204583,22.46938341039754,0.0,139.600682641337,152.59807137110306
17,08/27/2022,67.40468434224972,51.5301678204583,22.46938341039754,0.0,139.600682641337,152.59807137110306
18,08/29/2022,112.38181564008384,130.51316045883647,132.02487506636666,104.5887825459217,329.094170617773,715.7080145869554
19,08/30/2022,112.38181564008384,130.51316045883647,132.02487506636666,104.5887825459217,329.094170617773,715.7080145869554
20,08/31/2022,112.38181564008384,130.51316045883647,132.02487506636666,104.5887825459217,329.094170617773,715.7080145869554
21,09/01/2022,112.38181564008384,130.51316045883647,132.02487506636666,104.5887825459217,329.094170617773,715.7080145869554
22,09/02/2022,112.38181564008384,130.51316045883647,132.02487506636666,104.5887825459217,329.094170617773,715.7080145869554
23,09/03/2022,112.38181564008384,130.51316045883647,132.02487506636666,104.5887825459217,329.094170617773,715.7080145869554
24,09/05/2022,142.8121567985272,189.91095710543834,141.15012850071048,292.6764705012709,463.21829663149157,809.3112567300436
25,09/06/2022,142.8121567985272,189.91095710543834,141.15012850071048,292.6764705012709,463.21829663149157,809.3112567300436
26,09/07/2022,142.8121567985272,189.91095710543834,141.15012850071048,292.6764705012709,463.21829663149157,809.3112567300436
27,09/08/2022,142.8121567985272,189.91095710543834,141.15012850071048,292.6764705012709,463.21829663149157,809.3112567300436
28,09/09/2022,142.8121567985272,189.91095710543834,141.15012850071048,292.6764705012709,463.21829663149157,809.3112567300436
29,09/10/2022,142.8121567985272,189.91095710543834,141.15012850071048,292.6764705012709,463.21829663149157,809.3112567300436
30,09/12/2022,219.282477206027,309.39797938168084,195.1774171178396,561.147896751569,744.7428554984159,1163.6428153227791
31,09/13/2022,219.282477206027,309.39797938168084,195.1774171178396,561.147896751569,744.7428554984159,1163.6428153227791
32,09/14/2022,219.282477206027,309.39797938168084,195.1774171178396,561.147896751569,744.7428554984159,1163.6428153227791
33,09/15/2022,219.282477206027,309.39797938168084,195.1774171178396,561.147896751569,744.7428554984159,1163.6428153227791
34,09/16/2022,219.282477206027,309.39797938168084,195.1774171178396,561.147896751569,744.7428554984159,1163.6428153227791
35,09/17/2022,219.282477206027,309.39797938168084,195.1774171178396,561.147896751569,744.7428554984159,1163.6428153227791
36,09/19/2022,246.39624123616585,356.58044411738587,205.95117261129667,677.7507558896443,853.886146354179,1261.1608771613667
37,09/20/2022,246.39624123616585,356.58044411738587,205.95117261129667,677.7507558896443,853.886146354179,1261.1608771613667
38,09/21/2022,246.39624123616585,356.58044411738587,205.95117261129667,677.7507558896443,853.886146354179,1261.1608771613667
39,09/22/2022,246.39624123616585,356.58044411738587,205.95117261129667,677.7507558896443,853.886146354179,1261.1608771613667
40,09/23/2022,246.39624123616585,356.58044411738587,205.95117261129667,677.7507558896443,853.886146354179,1261.1608771613667
41,09/24/2022,246.39624123616585,356.58044411738587,205.95117261129667,677.7507558896443,853.886146354179,1261.1608771613667
42,09/26/2022,258.8601369289827,383.5842886968133,205.44201090700858,737.324445855325,919.4599695470429,1304.6300979307393
43,09/27/2022,258.8601369289827,383.5842886968133,205.44201090700858,737.324445855325,919.4599695470429,1304.6300979307393
44,09/28/2022,258.8601369289827,383.5842886968133,205.44201090700858,737.324445855325,919.4599695470429,1304.6300979307393
45,09/29/2022,258.8601369289827,383.5842886968133,205.44201090700858,737.324445855325,919.4599695470429,1304.6300979307393
46,09/30/2022,258.8601369289827,383.5842886968133,205.44201090700858,737.324445855325,919.4599695470429,1304.6300979307393
47,10/01/2022,258.8601369289827,383.5842886968133,205.44201090700858,737.324445855325,919.4599695470429,1304.6300979307393
48,10/03/2022,298.53718700402544,484.00862843342844,209.0628459045691,1023.0253622742067,1166.23957908359,1485.8819162320515
49,10/04/2022,298.53718700402544,484.00862843342844,209.0628459045691,1023.0253622742067,1166.23957908359,1485.8819162320515
50,10/05/2022,298.53718700402544,484.00862843342844,209.0628459045691,1023.0253622742067,1166.23957908359,1485.8819162320515
51,10/06/2022,298.53718700402544,484.00862843342844,209.0628459045691,1023.0253622742067,1166.23957908359,1485.8819162320515
