,date,0_4,5_12,13_17,18_49,50_64,65+
0,08/08/2022,3713.5128417195415,2686.9711015770786,3607.7921224400347,8719.23223738577,10944.33209001174,2312.6793679628295
1,08/09/2022,3713.5128417195415,2686.9711015770786,3607.7921224400347,8719.23223738577,10944.33209001174,2312.6793679628295
2,08/10/2022,3713.5128417195415,2686.9711015770786,3607.7921224400347,8719.23223738577,10944.33209001174,2312.6793679628295
3,08/11/2022,3713.5128417195415,2686.9711015770786,3607.7921224400347,8719.23223738577,10944.33209001174,2312.6793679628295
4,08/12/2022,3713.5128417195415,2686.9711015770786,3607.7921224400347,8719.23223738577,10944.33209001174,2312.6793679628295
5,08/13/2022,3713.5128417195415,2686.9711015770786,3607.7921224400347,8719.23223738577,10944.33209001174,2312.6793679628295
6,08/15/2022,809.4402682440879,88.79309757730897,421.20392504929475,0.0,0.0,0.0
7,08/16/2022,809.4402682440879,88.79309757730897,421.20392504929475,0.0,0.0,0.0
8,08/17/2022,809.4402682440879,88.79309757730897,421.20392504929475,0.0,0.0,0.0
9,08/18/2022,809.4402682440879,88.79309757730897,421.20392504929475,0.0,0.0,0.0
10,08/19/2022,809.4402682440879,88.79309757730897,421.20392504929475,0.0,0.0,0.0
11,08/20/2022,809.4402682440879,88.79309757730897,421.20392504929475,0.0,0.0,0.0
12,08/22/2022,946.1426212683833,844.7954186913231,622.5495046283322,0.0,0.0,1897.973994617139
13,08/23/2022,946.1426212683833,844.7954186913231,622.5495046283322,0.0,0.0,1897.973994617139
14,08/24/2022,946.1426212683833,844.7954186913231,622.5495046283322,0.0,0.0,1897.973994617139
15,08/25/2022,946.1426212683833,844.7954186913231,622.5495046283322,0.0,0.0,1897.973994617139
16,08/26/2022,946.1426212683833,844.7954186913231,622.5495046283322,0.0,0.0,1897.973994617139
17,08/27/2022,946.1426212683833,844.7954186913231,622.5495046283322,0.0,0.0,1897.973994617139
18,08/29/2022,1453.0020886399325,1719.4925708117735,1030.5696634843177,2329.9348642799937,917.3723656854681,4136.619915553349
19,08/30/2022,1453.0020886399325,1719.4925708117735,1030.5696634843177,2329.9348642799937,917.3723656854681,4136.619915553349
20,08/31/2022,1453.0020886399325,1719.4925708117735,1030.5696634843177,2329.9348642799937,917.3723656854681,4136.619915553349
21,09/01/2022,1453.0020886399325,1719.4925708117735,1030.5696634843177,2329.9348642799937,917.3723656854681,4136.619915553349
22,09/02/2022,1453.0020886399325,1719.4925708117735,1030.5696634843177,2329.9348642799937,917.3723656854681,4136.619915553349
23,09/03/2022,1453.0020886399325,1719.4925708117735,1030.5696634843177,2329.9348642799937,917.3723656854681,4136.619915553349
24,09/05/2022,1778.1082332480587,2353.6945472632456,1305.585481833935,4251.8108486910505,2883.0820710148046,5782.820272865619
25,09/06/2022,1778.1082332480587,2353.6945472632456,1305.585481833935,4251.8108486910505,2883.0820710148046,5782.820272865619
26,09/07/2022,1778.1082332480587,2353.6945472632456,1305.585481833935,4251.8108486910505,2883.0820710148046,5782.820272865619
27,09/08/2022,1778.1082332480587,2353.6945472632456,1305.585481833935,4251.8108486910505,2883.0820710148046,5782.820272865619
28,09/09/2022,1778.1082332480587,2353.6945472632456,1305.585481833935,4251.8108486910505,2883.0820710148046,5782.820272865619
29,09/10/2022,1778.1082332480587,2353.6945472632456,1305.585481833935,4251.8108486910505,2883.0820710148046,5782.820272865619
30,09/12/2022,2677.7414934060516,3740.1024949074535,2001.6031131731067,7456.9315506677885,5622.498088952315,9271.19387166256
31,09/13/2022,2677.7414934060516,3740.1024949074535,2001.6031131731067,7456.9315506677885,5622.498088952315,9271.19387166256
32,09/14/2022,2677.7414934060516,3740.1024949074535,2001.6031131731067,7456.9315506677885,5622.498088952315,9271.19387166256
33,09/15/2022,2677.7414934060516,3740.1024949074535,2001.6031131731067,7456.9315506677885,5622.498088952315,9271.19387166256
34,09/16/2022,2677.7414934060516,3740.1024949074535,2001.6031131731067,7456.9315506677885,5622.498088952315,9271.19387166256
35,09/17/2022,2677.7414934060516,3740.1024949074535,2001.6031131731067,7456.9315506677885,5622.498088952315,9271.19387166256
36,09/19/2022,2979.8786395632765,4267.680916116263,2247.4390017633305,8808.144085939719,6814.773171063209,10617.83094877851
37,09/20/2022,2979.8786395632765,4267.680916116263,2247.4390017633305,8808.144085939719,6814.773171063209,10617.83094877851
38,09/21/2022,2979.8786395632765,4267.680916116263,2247.4390017633305,8808.144085939719,6814.773171063209,10617.83094877851
39,09/22/2022,2979.8786395632765,4267.680916116263,2247.4390017633305,8808.144085939719,6814.773171063209,10617.83094877851
40,09/23/2022,2979.8786395632765,4267.680916116263,2247.4390017633305,8808.144085939719,6814.773171063209,10617.83094877851
41,09/24/2022,2979.8786395632765,4267.680916116263,2247.4390017633305,8808.144085939719,6814.773171063209,10617.83094877851
42,09/26/2022,3118.7562612635693,4573.296232367335,2380.719585307858,9519.999066053795,7522.556691030852,11416.913742075269
43,09/27/2022,3118.7562612635693,4573.296232367335,2380.719585307858,9519.999066053795,7522.556691030852,11416.913742075269
44,09/28/2022,3118.7562612635693,4573.296232367335,2380.719585307858,9519.999066053795,7522.556691030852,11416.913742075269
45,09/29/2022,3118.7562612635693,4573.296232367335,2380.719585307858,9519.999066053795,7522.556691030852,11416.913742075269
46,09/30/2022,3118.7562612635693,4573.296232367335,2380.719585307858,9519.999066053795,7522.556691030852,11416.913742075269
47,10/01/2022,3118.7562612635693,4573.296232367335,2380.719585307858,9519.999066053795,7522.556691030852,11416.913742075269
