,date,0_1,2_4,5_11,12_18,19_49,50_64,65+,65_diff,50_64_diff,19_49_diff,12_18_diff,5_11_diff
352,09/20/2023,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
353,09/21/2023,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
354,09/22/2023,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
355,09/23/2023,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
356,09/24/2023,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
357,09/25/2023,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
358,09/26/2023,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
359,09/27/2023,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
360,09/28/2023,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
361,09/29/2023,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
362,09/30/2023,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
363,10/01/2023,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
364,10/02/2023,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
365,10/03/2023,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
366,10/04/2023,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
367,10/05/2023,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
368,10/06/2023,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
369,10/07/2023,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
370,10/08/2023,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
371,10/09/2023,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
372,10/10/2023,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
373,10/11/2023,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
374,10/12/2023,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
375,10/13/2023,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
376,10/14/2023,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
377,10/15/2023,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
378,10/16/2023,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
379,10/17/2023,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
380,10/18/2023,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
381,10/19/2023,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
382,10/20/2023,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
383,10/21/2023,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
384,10/22/2023,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
385,10/23/2023,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
386,10/24/2023,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
387,10/25/2023,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
388,10/26/2023,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
389,10/27/2023,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
390,10/28/2023,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
391,10/29/2023,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
392,10/30/2023,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
393,10/31/2023,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
394,11/01/2023,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
395,11/02/2023,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
396,11/03/2023,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
397,11/04/2023,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
398,11/05/2023,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
399,11/06/2023,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
400,11/07/2023,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
401,11/08/2023,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
402,11/09/2023,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
403,11/10/2023,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
404,11/11/2023,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
405,11/12/2023,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
406,11/13/2023,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
407,11/14/2023,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
408,11/15/2023,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
409,11/16/2023,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
410,11/17/2023,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
411,11/18/2023,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
412,11/19/2023,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
413,11/20/2023,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
414,11/21/2023,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
415,11/22/2023,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
416,11/23/2023,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
417,11/24/2023,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
418,11/25/2023,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
419,11/26/2023,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
420,11/27/2023,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
421,11/28/2023,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
422,11/29/2023,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
423,11/30/2023,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
424,12/01/2023,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
425,12/02/2023,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
426,12/03/2023,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
427,12/04/2023,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
428,12/05/2023,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
429,12/06/2023,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
430,12/07/2023,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
431,12/08/2023,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
432,12/09/2023,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
433,12/10/2023,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
434,12/11/2023,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
435,12/12/2023,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
436,12/13/2023,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
437,12/14/2023,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
438,12/15/2023,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
439,12/16/2023,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
440,12/17/2023,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
441,12/18/2023,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
442,12/19/2023,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
443,12/20/2023,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
444,12/21/2023,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
445,12/22/2023,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
446,12/23/2023,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
447,12/24/2023,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
448,12/25/2023,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
449,12/26/2023,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
450,12/27/2023,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
451,12/28/2023,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
452,12/29/2023,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
453,12/30/2023,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
454,12/31/2023,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
455,01/01/2024,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
456,01/02/2024,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
457,01/03/2024,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
458,01/04/2024,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
459,01/05/2024,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
460,01/06/2024,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
461,01/07/2024,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
462,01/08/2024,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
463,01/09/2024,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
464,01/10/2024,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
465,01/11/2024,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
466,01/12/2024,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
467,01/13/2024,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
468,01/14/2024,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
469,01/15/2024,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
470,01/16/2024,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
471,01/17/2024,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
472,01/18/2024,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
473,01/19/2024,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
474,01/20/2024,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
475,01/21/2024,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
476,01/22/2024,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
477,01/23/2024,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
478,01/24/2024,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
479,01/25/2024,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
480,01/26/2024,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
481,01/27/2024,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
482,01/28/2024,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
483,01/29/2024,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
484,01/30/2024,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
485,01/31/2024,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
486,02/01/2024,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
487,02/02/2024,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
488,02/03/2024,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
489,02/04/2024,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
490,02/05/2024,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
491,02/06/2024,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
492,02/07/2024,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
493,02/08/2024,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
494,02/09/2024,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
495,02/10/2024,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
496,02/11/2024,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
497,02/12/2024,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
498,02/13/2024,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
499,02/14/2024,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
500,02/15/2024,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
501,02/16/2024,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
502,02/17/2024,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
503,02/18/2024,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
504,02/19/2024,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
505,02/20/2024,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
506,02/21/2024,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
507,02/22/2024,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
508,02/23/2024,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
509,02/24/2024,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
510,02/25/2024,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
511,02/26/2024,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
512,02/27/2024,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
513,02/28/2024,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
514,02/29/2024,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
515,03/01/2024,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
516,03/02/2024,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
517,03/03/2024,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
518,03/04/2024,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
519,03/05/2024,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
520,03/06/2024,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
521,03/07/2024,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
522,03/08/2024,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
523,03/09/2024,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
524,03/10/2024,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
525,03/11/2024,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
526,03/12/2024,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
527,03/13/2024,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
528,03/14/2024,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
529,03/15/2024,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
530,03/16/2024,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
531,03/17/2024,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
532,03/18/2024,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
533,03/19/2024,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
534,03/20/2024,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
535,03/21/2024,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
536,03/22/2024,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
537,03/23/2024,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
538,03/24/2024,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
539,03/25/2024,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
540,03/26/2024,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
541,03/27/2024,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
542,03/28/2024,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
543,03/29/2024,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
544,03/30/2024,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
545,03/31/2024,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
546,04/01/2024,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
547,04/02/2024,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
548,04/03/2024,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
549,04/04/2024,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
550,04/05/2024,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
551,04/06/2024,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
552,04/07/2024,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
553,04/08/2024,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
554,04/09/2024,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
555,04/10/2024,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
556,04/11/2024,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
557,04/12/2024,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
558,04/13/2024,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
559,04/14/2024,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
560,04/15/2024,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
561,04/16/2024,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
562,04/17/2024,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
563,04/18/2024,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
564,04/19/2024,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
565,04/20/2024,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
566,04/21/2024,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
567,04/22/2024,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
568,04/23/2024,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
569,04/24/2024,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
570,04/25/2024,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
571,04/26/2024,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
572,04/27/2024,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
573,04/28/2024,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
574,04/29/2024,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
575,04/30/2024,58.447488584474875,0,0,0,0,0,0,0,0,0,0,0
