date,0_1,2_4,5_11,12_18,19_49,50_64,65+
11/28/2022,29.22374429223744,0,0,0,0,0.0,0.0
11/29/2022,29.22374429223744,0,0,0,0,0.0,0.0
11/30/2022,29.22374429223744,0,0,0,0,0.0,0.0
12/01/2022,29.22374429223744,0,0,0,0,0.0,0.0
12/02/2022,29.22374429223744,0,0,0,0,0.0,0.0
12/03/2022,29.22374429223744,0,0,0,0,0.0,0.0
12/04/2022,29.22374429223744,0,0,0,0,0.0,0.0
12/05/2022,29.22374429223744,0,0,0,0,0.0,0.0
12/06/2022,29.22374429223744,0,0,0,0,0.0,0.0
12/07/2022,29.22374429223744,0,0,0,0,0.0,0.0
12/08/2022,29.22374429223744,0,0,0,0,0.0,0.0
12/09/2022,29.22374429223744,0,0,0,0,0.0,0.0
12/10/2022,29.22374429223744,0,0,0,0,0.0,0.0
12/11/2022,29.22374429223744,0,0,0,0,0.0,0.0
12/12/2022,29.22374429223744,0,0,0,0,0.0,0.0
12/13/2022,29.22374429223744,0,0,0,0,0.0,0.0
12/14/2022,29.22374429223744,0,0,0,0,0.0,0.0
12/15/2022,29.22374429223744,0,0,0,0,0.0,0.0
12/16/2022,29.22374429223744,0,0,0,0,0.0,0.0
12/17/2022,29.22374429223744,0,0,0,0,0.0,0.0
12/18/2022,29.22374429223744,0,0,0,0,0.0,0.0
12/19/2022,29.22374429223744,0,0,0,0,0.0,0.0
12/20/2022,29.22374429223744,0,0,0,0,0.0,0.0
12/21/2022,29.22374429223744,0,0,0,0,0.0,0.0
12/22/2022,29.22374429223744,0,0,0,0,0.0,0.0
12/23/2022,29.22374429223744,0,0,0,0,0.0,0.0
12/24/2022,29.22374429223744,0,0,0,0,0.0,0.0
12/25/2022,29.22374429223744,0,0,0,0,0.0,0.0
12/26/2022,29.22374429223744,0,0,0,0,0.0,0.0
12/27/2022,29.22374429223744,0,0,0,0,0.0,0.0
12/28/2022,29.22374429223744,0,0,0,0,0.0,0.0
12/29/2022,29.22374429223744,0,0,0,0,0.0,0.0
12/30/2022,29.22374429223744,0,0,0,0,0.0,0.0
12/31/2022,29.22374429223744,0,0,0,0,0.0,0.0
01/01/2023,29.22374429223744,0,0,0,0,0.0,0.0
01/02/2023,29.22374429223744,0,0,0,0,0.0,0.0
01/03/2023,29.22374429223744,0,0,0,0,0.0,0.0
01/04/2023,29.22374429223744,0,0,0,0,0.0,0.0
01/05/2023,29.22374429223744,0,0,0,0,0.0,0.0
01/06/2023,29.22374429223744,0,0,0,0,0.0,0.0
01/07/2023,29.22374429223744,0,0,0,0,0.0,0.0
01/08/2023,29.22374429223744,0,0,0,0,0.0,0.0
01/09/2023,29.22374429223744,0,0,0,0,0.0,0.0
01/10/2023,29.22374429223744,0,0,0,0,0.0,0.0
01/11/2023,29.22374429223744,0,0,0,0,0.0,0.0
01/12/2023,29.22374429223744,0,0,0,0,0.0,0.0
01/13/2023,29.22374429223744,0,0,0,0,0.0,0.0
01/14/2023,29.22374429223744,0,0,0,0,0.0,0.0
01/15/2023,29.22374429223744,0,0,0,0,0.0,0.0
01/16/2023,29.22374429223744,0,0,0,0,0.0,0.0
01/17/2023,29.22374429223744,0,0,0,0,0.0,0.0
01/18/2023,29.22374429223744,0,0,0,0,0.0,0.0
01/19/2023,29.22374429223744,0,0,0,0,0.0,0.0
01/20/2023,29.22374429223744,0,0,0,0,0.0,0.0
01/21/2023,29.22374429223744,0,0,0,0,0.0,0.0
01/22/2023,29.22374429223744,0,0,0,0,0.0,0.0
01/23/2023,29.22374429223744,0,0,0,0,0.0,0.0
01/24/2023,29.22374429223744,0,0,0,0,0.0,0.0
01/25/2023,29.22374429223744,0,0,0,0,0.0,0.0
01/26/2023,29.22374429223744,0,0,0,0,0.0,0.0
01/27/2023,29.22374429223744,0,0,0,0,0.0,0.0
01/28/2023,29.22374429223744,0,0,0,0,0.0,0.0
01/29/2023,29.22374429223744,0,0,0,0,0.0,0.0
01/30/2023,29.22374429223744,0,0,0,0,0.0,0.0
01/31/2023,29.22374429223744,0,0,0,0,0.0,0.0
02/01/2023,29.22374429223744,0,0,0,0,0.0,0.0
02/02/2023,29.22374429223744,0,0,0,0,0.0,0.0
02/03/2023,29.22374429223744,0,0,0,0,0.0,0.0
02/04/2023,29.22374429223744,0,0,0,0,0.0,0.0
02/05/2023,29.22374429223744,0,0,0,0,0.0,0.0
02/06/2023,29.22374429223744,0,0,0,0,0.0,0.0
02/07/2023,29.22374429223744,0,0,0,0,0.0,0.0
02/08/2023,29.22374429223744,0,0,0,0,0.0,0.0
02/09/2023,29.22374429223744,0,0,0,0,0.0,0.0
02/10/2023,29.22374429223744,0,0,0,0,0.0,0.0
02/11/2023,29.22374429223744,0,0,0,0,0.0,0.0
02/12/2023,29.22374429223744,0,0,0,0,0.0,0.0
02/13/2023,29.22374429223744,0,0,0,0,0.0,0.0
02/14/2023,29.22374429223744,0,0,0,0,0.0,0.0
02/15/2023,29.22374429223744,0,0,0,0,0.0,0.0
02/16/2023,29.22374429223744,0,0,0,0,0.0,0.0
02/17/2023,29.22374429223744,0,0,0,0,0.0,0.0
02/18/2023,29.22374429223744,0,0,0,0,0.0,0.0
02/19/2023,29.22374429223744,0,0,0,0,0.0,0.0
02/20/2023,29.22374429223744,0,0,0,0,0.0,0.0
02/21/2023,29.22374429223744,0,0,0,0,0.0,0.0
02/22/2023,29.22374429223744,0,0,0,0,0.0,0.0
02/23/2023,29.22374429223744,0,0,0,0,0.0,0.0
02/24/2023,29.22374429223744,0,0,0,0,0.0,0.0
02/25/2023,29.22374429223744,0,0,0,0,0.0,0.0
02/26/2023,29.22374429223744,0,0,0,0,0.0,0.0
02/27/2023,29.22374429223744,0,0,0,0,0.0,0.0
02/28/2023,29.22374429223744,0,0,0,0,0.0,0.0
03/01/2023,29.22374429223744,0,0,0,0,0.0,0.0
03/02/2023,29.22374429223744,0,0,0,0,0.0,0.0
03/03/2023,29.22374429223744,0,0,0,0,0.0,0.0
03/04/2023,29.22374429223744,0,0,0,0,0.0,0.0
03/05/2023,29.22374429223744,0,0,0,0,0.0,0.0
03/06/2023,29.22374429223744,0,0,0,0,0.0,0.0
03/07/2023,29.22374429223744,0,0,0,0,0.0,0.0
03/08/2023,29.22374429223744,0,0,0,0,0.0,0.0
03/09/2023,29.22374429223744,0,0,0,0,0.0,0.0
03/10/2023,29.22374429223744,0,0,0,0,0.0,0.0
03/11/2023,29.22374429223744,0,0,0,0,0.0,0.0
03/12/2023,29.22374429223744,0,0,0,0,0.0,0.0
03/13/2023,29.22374429223744,0,0,0,0,0.0,0.0
03/14/2023,29.22374429223744,0,0,0,0,0.0,0.0
03/15/2023,29.22374429223744,0,0,0,0,0.0,0.0
03/16/2023,29.22374429223744,0,0,0,0,0.0,0.0
03/17/2023,29.22374429223744,0,0,0,0,0.0,0.0
03/18/2023,29.22374429223744,0,0,0,0,0.0,0.0
03/19/2023,29.22374429223744,0,0,0,0,0.0,0.0
03/20/2023,29.22374429223744,0,0,0,0,0.0,0.0
03/21/2023,29.22374429223744,0,0,0,0,0.0,0.0
03/22/2023,29.22374429223744,0,0,0,0,0.0,0.0
03/23/2023,29.22374429223744,0,0,0,0,0.0,0.0
03/24/2023,29.22374429223744,0,0,0,0,0.0,0.0
03/25/2023,29.22374429223744,0,0,0,0,0.0,0.0
03/26/2023,29.22374429223744,0,0,0,0,0.0,0.0
03/27/2023,29.22374429223744,0,0,0,0,0.0,0.0
03/28/2023,29.22374429223744,0,0,0,0,0.0,0.0
03/29/2023,29.22374429223744,0,0,0,0,0.0,0.0
03/30/2023,29.22374429223744,0,0,0,0,0.0,0.0
03/31/2023,29.22374429223744,0,0,0,0,0.0,0.0
04/01/2023,29.22374429223744,0,0,0,0,0.0,0.0
04/02/2023,29.22374429223744,0,0,0,0,0.0,0.0
04/03/2023,29.22374429223744,0,0,0,0,0.0,0.0
04/04/2023,29.22374429223744,0,0,0,0,0.0,0.0
04/05/2023,29.22374429223744,0,0,0,0,0.0,0.0
04/06/2023,29.22374429223744,0,0,0,0,0.0,0.0
04/07/2023,29.22374429223744,0,0,0,0,0.0,0.0
04/08/2023,29.22374429223744,0,0,0,0,0.0,0.0
04/09/2023,29.22374429223744,0,0,0,0,0.0,0.0
04/10/2023,29.22374429223744,0,0,0,0,0.0,0.0
04/11/2023,29.22374429223744,0,0,0,0,0.0,0.0
04/12/2023,29.22374429223744,0,0,0,0,0.0,0.0
04/13/2023,29.22374429223744,0,0,0,0,0.0,0.0
04/14/2023,29.22374429223744,0,0,0,0,0.0,0.0
04/15/2023,29.22374429223744,0,0,0,0,0.0,0.0
04/16/2023,29.22374429223744,0,0,0,0,0.0,0.0
04/17/2023,29.22374429223744,0,0,0,0,0.0,0.0
04/18/2023,29.22374429223744,0,0,0,0,0.0,0.0
04/19/2023,29.22374429223744,0,0,0,0,0.0,0.0
04/20/2023,29.22374429223744,0,0,0,0,0.0,0.0
04/21/2023,29.22374429223744,0,0,0,0,0.0,0.0
04/22/2023,29.22374429223744,0,0,0,0,0.0,0.0
04/23/2023,29.22374429223744,0,0,0,0,0.0,0.0
04/24/2023,29.22374429223744,0,0,0,0,0.0,0.0
04/25/2023,29.22374429223744,0,0,0,0,0.0,0.0
04/26/2023,29.22374429223744,0,0,0,0,0.0,0.0
04/27/2023,29.22374429223744,0,0,0,0,0.0,0.0
04/28/2023,29.22374429223744,0,0,0,0,0.0,0.0
04/29/2023,29.22374429223744,0,0,0,0,0.0,0.0
04/30/2023,29.22374429223744,0,0,0,0,0.0,0.0
05/01/2023,29.22374429223744,0,0,0,0,0.0,0.0
05/02/2023,29.22374429223744,0,0,0,0,0.0,0.0
05/03/2023,29.22374429223744,0,0,0,0,0.0,0.0
05/04/2023,29.22374429223744,0,0,0,0,0.0,0.0
05/05/2023,29.22374429223744,0,0,0,0,0.0,0.0
05/06/2023,29.22374429223744,0,0,0,0,0.0,0.0
05/07/2023,29.22374429223744,0,0,0,0,0.0,0.0
05/08/2023,29.22374429223744,0,0,0,0,0.0,0.0
05/09/2023,29.22374429223744,0,0,0,0,0.0,0.0
05/10/2023,29.22374429223744,0,0,0,0,0.0,0.0
05/11/2023,29.22374429223744,0,0,0,0,0.0,0.0
05/12/2023,29.22374429223744,0,0,0,0,0.0,0.0
05/13/2023,29.22374429223744,0,0,0,0,0.0,0.0
05/14/2023,29.22374429223744,0,0,0,0,0.0,0.0
05/15/2023,29.22374429223744,0,0,0,0,0.0,0.0
05/16/2023,29.22374429223744,0,0,0,0,0.0,0.0
05/17/2023,29.22374429223744,0,0,0,0,0.0,0.0
05/18/2023,29.22374429223744,0,0,0,0,0.0,0.0
05/19/2023,29.22374429223744,0,0,0,0,0.0,0.0
05/20/2023,29.22374429223744,0,0,0,0,0.0,0.0
05/21/2023,29.22374429223744,0,0,0,0,0.0,0.0
05/22/2023,29.22374429223744,0,0,0,0,0.0,0.0
05/23/2023,29.22374429223744,0,0,0,0,0.0,0.0
05/24/2023,29.22374429223744,0,0,0,0,0.0,0.0
05/25/2023,29.22374429223744,0,0,0,0,0.0,0.0
05/26/2023,29.22374429223744,0,0,0,0,0.0,0.0
05/27/2023,29.22374429223744,0,0,0,0,0.0,0.0
05/28/2023,29.22374429223744,0,0,0,0,0.0,0.0
05/29/2023,29.22374429223744,0,0,0,0,0.0,0.0
05/30/2023,29.22374429223744,0,0,0,0,0.0,0.0
05/31/2023,29.22374429223744,0,0,0,0,0.0,0.0
06/01/2023,29.22374429223744,0,0,0,0,0.0,0.0
06/02/2023,29.22374429223744,0,0,0,0,0.0,0.0
06/03/2023,29.22374429223744,0,0,0,0,0.0,0.0
06/04/2023,29.22374429223744,0,0,0,0,0.0,0.0
06/05/2023,29.22374429223744,0,0,0,0,0.0,0.0
06/06/2023,29.22374429223744,0,0,0,0,0.0,0.0
06/07/2023,29.22374429223744,0,0,0,0,0.0,0.0
06/08/2023,29.22374429223744,0,0,0,0,0.0,0.0
06/09/2023,29.22374429223744,0,0,0,0,0.0,0.0
06/10/2023,29.22374429223744,0,0,0,0,0.0,0.0
06/11/2023,29.22374429223744,0,0,0,0,0.0,0.0
06/12/2023,29.22374429223744,0,0,0,0,0.0,0.0
06/13/2023,29.22374429223744,0,0,0,0,0.0,0.0
06/14/2023,29.22374429223744,0,0,0,0,0.0,0.0
06/15/2023,29.22374429223744,0,0,0,0,0.0,0.0
06/16/2023,29.22374429223744,0,0,0,0,0.0,0.0
06/17/2023,29.22374429223744,0,0,0,0,0.0,0.0
06/18/2023,29.22374429223744,0,0,0,0,0.0,0.0
06/19/2023,29.22374429223744,0,0,0,0,0.0,0.0
06/20/2023,29.22374429223744,0,0,0,0,0.0,0.0
06/21/2023,29.22374429223744,0,0,0,0,0.0,0.0
06/22/2023,29.22374429223744,0,0,0,0,0.0,0.0
06/23/2023,29.22374429223744,0,0,0,0,0.0,0.0
06/24/2023,29.22374429223744,0,0,0,0,0.0,0.0
06/25/2023,29.22374429223744,0,0,0,0,0.0,0.0
06/26/2023,29.22374429223744,0,0,0,0,0.0,0.0
06/27/2023,29.22374429223744,0,0,0,0,0.0,0.0
06/28/2023,29.22374429223744,0,0,0,0,0.0,0.0
06/29/2023,29.22374429223744,0,0,0,0,0.0,0.0
06/30/2023,29.22374429223744,0,0,0,0,0.0,0.0
07/01/2023,29.22374429223744,0,0,0,0,0.0,0.0
07/02/2023,29.22374429223744,0,0,0,0,0.0,0.0
07/03/2023,29.22374429223744,0,0,0,0,0.0,0.0
07/04/2023,29.22374429223744,0,0,0,0,0.0,0.0
07/05/2023,29.22374429223744,0,0,0,0,0.0,0.0
07/06/2023,29.22374429223744,0,0,0,0,0.0,0.0
07/07/2023,29.22374429223744,0,0,0,0,0.0,0.0
07/08/2023,29.22374429223744,0,0,0,0,0.0,0.0
07/09/2023,29.22374429223744,0,0,0,0,0.0,0.0
07/10/2023,29.22374429223744,0,0,0,0,0.0,0.0
07/11/2023,29.22374429223744,0,0,0,0,0.0,0.0
07/12/2023,29.22374429223744,0,0,0,0,0.0,0.0
07/13/2023,29.22374429223744,0,0,0,0,0.0,0.0
07/14/2023,29.22374429223744,0,0,0,0,0.0,0.0
07/15/2023,29.22374429223744,0,0,0,0,0.0,0.0
07/16/2023,29.22374429223744,0,0,0,0,0.0,0.0
07/17/2023,29.22374429223744,0,0,0,0,0.0,0.0
07/18/2023,29.22374429223744,0,0,0,0,0.0,0.0
07/19/2023,29.22374429223744,0,0,0,0,0.0,0.0
07/20/2023,29.22374429223744,0,0,0,0,0.0,0.0
07/21/2023,29.22374429223744,0,0,0,0,0.0,0.0
07/22/2023,29.22374429223744,0,0,0,0,0.0,0.0
07/23/2023,29.22374429223744,0,0,0,0,0.0,0.0
07/24/2023,29.22374429223744,0,0,0,0,0.0,0.0
07/25/2023,29.22374429223744,0,0,0,0,0.0,0.0
07/26/2023,29.22374429223744,0,0,0,0,0.0,0.0
07/27/2023,29.22374429223744,0,0,0,0,0.0,0.0
07/28/2023,29.22374429223744,0,0,0,0,0.0,0.0
07/29/2023,29.22374429223744,0,0,0,0,0.0,0.0
07/30/2023,29.22374429223744,0,0,0,0,0.0,0.0
08/06/2023,29.22374429223744,0,0,0,0,0.0,0.0
08/07/2023,29.22374429223744,0,0,0,0,0.0,0.0
08/08/2023,29.22374429223744,0,0,0,0,0.0,0.0
08/09/2023,29.22374429223744,0,0,0,0,0.0,0.0
08/10/2023,29.22374429223744,0,0,0,0,0.0,0.0
08/11/2023,29.22374429223744,0,0,0,0,0.0,0.0
08/13/2023,29.22374429223744,0,0,0,0,5136.609451504837,21648.877223937405
08/14/2023,29.22374429223744,0,0,0,0,5136.609451504837,21648.877223937405
08/15/2023,29.22374429223744,0,0,0,0,5136.609451504837,21648.877223937405
08/16/2023,29.22374429223744,0,0,0,0,5136.609451504837,21648.877223937405
08/17/2023,29.22374429223744,0,0,0,0,5136.609451504837,21648.877223937405
08/18/2023,29.22374429223744,0,0,0,0,5136.609451504837,21648.877223937405
08/20/2023,29.22374429223744,0,0,0,0,9015.552535796369,50492.71651360076
08/21/2023,29.22374429223744,0,0,0,0,9015.552535796369,50492.71651360076
08/22/2023,29.22374429223744,0,0,0,0,9015.552535796369,50492.71651360076
08/23/2023,29.22374429223744,0,0,0,0,9015.552535796369,50492.71651360076
08/24/2023,29.22374429223744,0,0,0,0,9015.552535796369,50492.71651360076
08/25/2023,29.22374429223744,0,0,0,0,9015.552535796369,50492.71651360076
08/27/2023,29.22374429223744,0,0,0,0,13631.464829359476,82458.36811507738
08/28/2023,29.22374429223744,0,0,0,0,13631.464829359476,82458.36811507738
08/29/2023,29.22374429223744,0,0,0,0,13631.464829359476,82458.36811507738
08/30/2023,29.22374429223744,0,0,0,0,13631.464829359476,82458.36811507738
08/31/2023,29.22374429223744,0,0,0,0,13631.464829359476,82458.36811507738
09/01/2023,26214.44444444444,0,0,0,0,13631.464829359476,82458.36811507738
09/03/2023,26214.44444444444,0,0,0,0,22895.965445084632,113081.83529731772
09/04/2023,26214.44444444444,0,0,0,0,22895.965445084632,113081.83529731772
09/05/2023,26214.44444444444,0,0,0,0,22895.965445084632,113081.83529731772
09/06/2023,26214.44444444444,0,0,0,0,22895.965445084632,113081.83529731772
09/07/2023,26214.44444444444,0,0,0,0,22895.965445084632,113081.83529731772
09/08/2023,26214.44444444444,0,0,0,0,22895.965445084632,113081.83529731772
09/10/2023,26214.44444444444,0,0,0,0,30004.02891515449,137885.62678211622
09/11/2023,26214.44444444444,0,0,0,0,30004.02891515449,137885.62678211622
09/12/2023,26214.44444444444,0,0,0,0,30004.02891515449,137885.62678211622
09/13/2023,26214.44444444444,0,0,0,0,30004.02891515449,137885.62678211622
09/14/2023,26214.44444444444,0,0,0,0,30004.02891515449,137885.62678211622
09/15/2023,26214.44444444444,0,0,0,0,30004.02891515449,137885.62678211622
09/17/2023,26214.44444444444,0,0,0,0,35811.82503442872,159697.1019121326
09/18/2023,26214.44444444444,0,0,0,0,35811.82503442872,159697.1019121326
09/19/2023,26214.44444444444,0,0,0,0,35811.82503442872,159697.1019121326
09/20/2023,26214.44444444444,0,0,0,0,35811.82503442872,159697.1019121326
09/21/2023,26214.44444444444,0,0,0,0,35811.82503442872,159697.1019121326
09/22/2023,26214.44444444444,0,0,0,0,35811.82503442872,159697.1019121326
09/24/2023,26214.44444444444,0,0,0,0,45987.50065654267,196438.8972458578
09/25/2023,26214.44444444444,0,0,0,0,45987.50065654267,196438.8972458578
09/26/2023,26214.44444444444,0,0,0,0,45987.50065654267,196438.8972458578
09/27/2023,26214.44444444444,0,0,0,0,45987.50065654267,196438.8972458578
09/28/2023,26214.44444444444,0,0,0,0,45987.50065654267,196438.8972458578
09/29/2023,26214.44444444444,0,0,0,0,45987.50065654267,196438.8972458578
10/01/2023,26214.44444444444,0,0,0,0,58504.90609559747,239208.54735865424
10/02/2023,26214.44444444444,0,0,0,0,58504.90609559747,239208.54735865424
10/03/2023,26214.44444444444,0,0,0,0,58504.90609559747,239208.54735865424
10/04/2023,26214.44444444444,0,0,0,0,58504.90609559747,239208.54735865424
10/05/2023,26214.44444444444,0,0,0,0,58504.90609559747,239208.54735865424
10/06/2023,26214.44444444444,0,0,0,0,58504.90609559747,239208.54735865424
10/08/2023,26214.44444444444,0,0,0,0,68755.42759834477,270448.148598737
10/09/2023,26214.44444444444,0,0,0,0,68755.42759834477,270448.148598737
10/10/2023,26214.44444444444,0,0,0,0,68755.42759834477,270448.148598737
10/11/2023,26214.44444444444,0,0,0,0,68755.42759834477,270448.148598737
10/12/2023,26214.44444444444,0,0,0,0,68755.42759834477,270448.148598737
10/13/2023,26214.44444444444,0,0,0,0,68755.42759834477,270448.148598737
10/15/2023,26214.44444444444,0,0,0,0,67318.47435275468,257504.5200984628
10/16/2023,26214.44444444444,0,0,0,0,67318.47435275468,257504.5200984628
10/17/2023,26214.44444444444,0,0,0,0,67318.47435275468,257504.5200984628
10/18/2023,26214.44444444444,0,0,0,0,67318.47435275468,257504.5200984628
10/19/2023,26214.44444444444,0,0,0,0,67318.47435275468,257504.5200984628
10/20/2023,26214.44444444444,0,0,0,0,67318.47435275468,257504.5200984628
10/22/2023,26214.44444444444,0,0,0,0,57575.48238211087,214544.21157535003
10/23/2023,26214.44444444444,0,0,0,0,57575.48238211087,214544.21157535003
10/24/2023,26214.44444444444,0,0,0,0,57575.48238211087,214544.21157535003
10/25/2023,26214.44444444444,0,0,0,0,57575.48238211087,214544.21157535003
10/26/2023,26214.44444444444,0,0,0,0,57575.48238211087,214544.21157535003
10/27/2023,26214.44444444444,0,0,0,0,57575.48238211087,214544.21157535003
10/29/2023,26214.44444444444,0,0,0,0,47104.70701928453,170771.48550922328
10/30/2023,26214.44444444444,0,0,0,0,47104.70701928453,170771.48550922328
10/31/2023,26214.44444444444,0,0,0,0,47104.70701928453,170771.48550922328
11/01/2023,26214.44444444444,0,0,0,0,47104.70701928453,170771.48550922328
11/02/2023,26214.44444444444,0,0,0,0,47104.70701928453,170771.48550922328
11/03/2023,26214.44444444444,0,0,0,0,47104.70701928453,170771.48550922328
11/05/2023,26214.44444444444,0,0,0,0,39611.93581991363,140000.79271675405
11/06/2023,26214.44444444444,0,0,0,0,39611.93581991363,140000.79271675405
11/07/2023,26214.44444444444,0,0,0,0,39611.93581991363,140000.79271675405
11/08/2023,26214.44444444444,0,0,0,0,39611.93581991363,140000.79271675405
11/09/2023,26214.44444444444,0,0,0,0,39611.93581991363,140000.79271675405
11/10/2023,26214.44444444444,0,0,0,0,39611.93581991363,140000.79271675405
11/12/2023,26214.44444444444,0,0,0,0,33695.22604386146,116051.95541265202
11/13/2023,26214.44444444444,0,0,0,0,33695.22604386146,116051.95541265202
11/14/2023,26214.44444444444,0,0,0,0,33695.22604386146,116051.95541265202
11/15/2023,26214.44444444444,0,0,0,0,33695.22604386146,116051.95541265202
11/16/2023,26214.44444444444,0,0,0,0,33695.22604386146,116051.95541265202
11/17/2023,26214.44444444444,0,0,0,0,33695.22604386146,116051.95541265202
11/19/2023,26214.44444444444,0,0,0,0,26181.828054388523,86317.03492249119
11/20/2023,26214.44444444444,0,0,0,0,26181.828054388523,86317.03492249119
11/21/2023,26214.44444444444,0,0,0,0,26181.828054388523,86317.03492249119
11/22/2023,26214.44444444444,0,0,0,0,26181.828054388523,86317.03492249119
11/23/2023,26214.44444444444,0,0,0,0,26181.828054388523,86317.03492249119
11/24/2023,26214.44444444444,0,0,0,0,26181.828054388523,86317.03492249119
11/26/2023,26214.44444444444,0,0,0,0,19527.494089429183,60529.37546870675
11/27/2023,26214.44444444444,0,0,0,0,19527.494089429183,60529.37546870675
11/28/2023,26214.44444444444,0,0,0,0,19527.494089429183,60529.37546870675
11/29/2023,26214.44444444444,0,0,0,0,19527.494089429183,60529.37546870675
11/30/2023,26214.44444444444,0,0,0,0,19527.494089429183,60529.37546870675
12/01/2023,26214.44444444444,0,0,0,0,19527.494089429183,60529.37546870675
12/03/2023,26214.44444444444,0,0,0,0,14900.524533047494,43273.37314858476
12/04/2023,26214.44444444444,0,0,0,0,14900.524533047494,43273.37314858476
12/05/2023,26214.44444444444,0,0,0,0,14900.524533047494,43273.37314858476
12/06/2023,26214.44444444444,0,0,0,0,14900.524533047494,43273.37314858476
12/07/2023,26214.44444444444,0,0,0,0,14900.524533047494,43273.37314858476
12/08/2023,26214.44444444444,0,0,0,0,14900.524533047494,43273.37314858476
12/10/2023,26214.44444444444,0,0,0,0,12672.11700883972,35963.54513623324
12/11/2023,26214.44444444444,0,0,0,0,12672.11700883972,35963.54513623324
12/12/2023,26214.44444444444,0,0,0,0,12672.11700883972,35963.54513623324
12/13/2023,26214.44444444444,0,0,0,0,12672.11700883972,35963.54513623324
12/14/2023,26214.44444444444,0,0,0,0,12672.11700883972,35963.54513623324
12/15/2023,26214.44444444444,0,0,0,0,12672.11700883972,35963.54513623324
12/17/2023,26214.44444444444,0,0,0,0,11446.330029172528,32999.23217225501
12/18/2023,26214.44444444444,0,0,0,0,11446.330029172528,32999.23217225501
12/19/2023,26214.44444444444,0,0,0,0,11446.330029172528,32999.23217225501
12/20/2023,26214.44444444444,0,0,0,0,11446.330029172528,32999.23217225501
12/21/2023,26214.44444444444,0,0,0,0,11446.330029172528,32999.23217225501
