,date,death
192,2023/02/16,16.714285714285715
193,2023/02/17,16.714285714285715
194,2023/02/18,16.714285714285715
195,2023/02/19,16.714285714285715
196,2023/02/20,11.0
197,2023/02/21,11.0
198,2023/02/22,11.0
199,2023/02/23,11.0
200,2023/02/24,11.0
201,2023/02/25,11.0
202,2023/02/26,11.0
203,2023/02/27,9.285714285714286
204,2023/02/28,9.285714285714286
205,2023/03/01,9.285714285714286
206,2023/03/02,9.285714285714286
207,2023/03/03,9.285714285714286
208,2023/03/04,9.285714285714286
209,2023/03/05,9.285714285714286
210,2023/03/06,7.857142857142857
211,2023/03/07,7.857142857142857
212,2023/03/08,7.857142857142857
213,2023/03/09,7.857142857142857
214,2023/03/10,7.857142857142857
215,2023/03/11,7.857142857142857
216,2023/03/12,7.857142857142857
217,2023/03/13,7.714285714285714
218,2023/03/14,7.714285714285714
219,2023/03/15,7.714285714285714
220,2023/03/16,7.714285714285714
221,2023/03/17,7.714285714285714
222,2023/03/18,7.714285714285714
223,2023/03/19,7.714285714285714
224,2023/03/20,7.571428571428571
225,2023/03/21,7.571428571428571
226,2023/03/22,7.571428571428571
227,2023/03/23,7.571428571428571
228,2023/03/24,7.571428571428571
229,2023/03/25,7.571428571428571
230,2023/03/26,7.571428571428571
231,2023/03/27,6.428571428571429
232,2023/03/28,6.428571428571429
233,2023/03/29,6.428571428571429
234,2023/03/30,6.428571428571429
235,2023/03/31,6.428571428571429
236,2023/04/01,6.428571428571429
237,2023/04/02,6.428571428571429
238,2023/04/03,6.428571428571429
239,2023/04/04,6.428571428571429
240,2023/04/05,6.428571428571429
241,2023/04/06,6.428571428571429
242,2023/04/07,6.428571428571429
243,2023/04/08,6.428571428571429
244,2023/04/09,6.428571428571429
245,2023/04/10,5.857142857142857
246,2023/04/11,5.857142857142857
247,2023/04/12,5.857142857142857
248,2023/04/13,5.857142857142857
249,2023/04/14,5.857142857142857
250,2023/04/15,5.857142857142857
251,2023/04/16,5.857142857142857
252,2023/04/17,4.857142857142857
253,2023/04/18,4.857142857142857
254,2023/04/19,4.857142857142857
255,2023/04/20,4.857142857142857
256,2023/04/21,4.857142857142857
257,2023/04/22,4.857142857142857
258,2023/04/23,4.857142857142857
259,2023/04/24,5.857142857142857
260,2023/04/25,5.857142857142857
261,2023/04/26,5.857142857142857
262,2023/04/27,5.857142857142857
263,2023/04/28,5.857142857142857
264,2023/04/29,5.857142857142857
265,2023/04/30,5.857142857142857
266,2023/05/01,4.857142857142857
267,2023/05/02,4.857142857142857
268,2023/05/03,4.857142857142857
269,2023/05/04,4.857142857142857
270,2023/05/05,4.857142857142857
271,2023/05/06,4.857142857142857
272,2023/05/07,4.857142857142857
273,2023/05/08,5.142857142857143
274,2023/05/09,5.142857142857143
275,2023/05/10,5.142857142857143
276,2023/05/11,5.142857142857143
277,2023/05/12,5.142857142857143
278,2023/05/13,5.142857142857143
279,2023/05/14,5.142857142857143
280,2023/05/15,4.714285714285714
281,2023/05/16,4.714285714285714
282,2023/05/17,4.714285714285714
283,2023/05/18,4.714285714285714
284,2023/05/19,4.714285714285714
285,2023/05/20,4.714285714285714
286,2023/05/21,4.714285714285714
287,2023/05/22,4.857142857142857
288,2023/05/23,4.857142857142857
289,2023/05/24,4.857142857142857
290,2023/05/25,4.857142857142857
291,2023/05/26,4.857142857142857
292,2023/05/27,4.857142857142857
293,2023/05/28,4.857142857142857
294,2023/05/29,5.714285714285714
295,2023/05/30,5.714285714285714
296,2023/05/31,5.714285714285714
297,2023/06/01,5.714285714285714
298,2023/06/02,5.714285714285714
299,2023/06/03,5.714285714285714
300,2023/06/04,5.714285714285714
301,2023/06/05,3.7142857142857144
302,2023/06/06,3.7142857142857144
303,2023/06/07,3.7142857142857144
304,2023/06/08,3.7142857142857144
305,2023/06/09,3.7142857142857144
306,2023/06/10,3.7142857142857144
307,2023/06/11,3.7142857142857144
308,2023/06/12,4.142857142857143
309,2023/06/13,4.142857142857143
310,2023/06/14,4.142857142857143
311,2023/06/15,4.142857142857143
312,2023/06/16,4.142857142857143
313,2023/06/17,4.142857142857143
314,2023/06/18,4.142857142857143
315,2023/06/19,3.5714285714285716
316,2023/06/20,3.5714285714285716
317,2023/06/21,3.5714285714285716
318,2023/06/22,3.5714285714285716
319,2023/06/23,3.5714285714285716
320,2023/06/24,3.5714285714285716
321,2023/06/25,3.5714285714285716
322,2023/06/26,3.142857142857143
323,2023/06/27,3.142857142857143
324,2023/06/28,3.142857142857143
325,2023/06/29,3.142857142857143
326,2023/06/30,3.142857142857143
327,2023/07/01,3.142857142857143
328,2023/07/02,3.142857142857143
329,2023/07/03,4.571428571428571
330,2023/07/04,4.571428571428571
331,2023/07/05,4.571428571428571
332,2023/07/06,4.571428571428571
333,2023/07/07,4.571428571428571
334,2023/07/08,4.571428571428571
335,2023/07/09,4.571428571428571
336,2023/07/10,2.142857142857143
337,2023/07/11,2.142857142857143
338,2023/07/12,2.142857142857143
339,2023/07/13,2.142857142857143
340,2023/07/14,2.142857142857143
341,2023/07/15,2.142857142857143
342,2023/07/16,2.142857142857143
343,2023/07/17,2.0
344,2023/07/18,2.0
345,2023/07/19,2.0
346,2023/07/20,2.0
347,2023/07/21,2.0
348,2023/07/22,2.0
349,2023/07/23,2.0
350,2023/07/24,1.1428571428571428
351,2023/07/25,1.1428571428571428
352,2023/07/26,1.1428571428571428
353,2023/07/27,1.1428571428571428
354,2023/07/28,1.1428571428571428
355,2023/07/29,1.1428571428571428
356,2023/07/30,1.1428571428571428
357,2023/07/31,1.7142857142857142
358,2023/08/01,1.7142857142857142
359,2023/08/02,1.7142857142857142
360,2023/08/03,1.7142857142857142
361,2023/08/04,1.7142857142857142
362,2023/08/05,1.7142857142857142
